Row ID,Order ID,Order Date,Ship Date,Ship Mode,Days to Ship,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin
3207,US-2024-143077,9/17/2024,9/21/2024,Standard Class,4,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196,-0.47
3208,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,124.2,3,0.2,15.525,0.12
3209,US-2024-138919,9/17/2024,9/21/2024,Standard Class,4,LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,East,FUR-TA-10004154,Furniture,Tables,Riverside Furniture Oval Coffee Table,344.22,2,0.4,-103.266,-0.3
3210,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,0.23
3211,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,Boston Model 1800 Electric Pencil Sharpeners,86.304,6,0.2,9.7092,0.11
3212,US-2024-143077,9/17/2024,9/21/2024,Standard Class,4,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,Gbc Imprintable Covers,6.588,3,0.8,-10.2114,-1.55
3213,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers For Binding Systems,9.618,2,0.7,-7.0532,-0.73
3214,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,Acco Pressboard Covers With Storage Hooks,6.858,6,0.7,-5.715,-0.83
3215,US-2024-138716,9/17/2024,9/20/2024,First Class,3,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-BI-10001628,Office Supplies,Binders,Acco Data Flex Cable Posts For Top & Bottom Load Binders,25.032,3,0.2,7.8225,0.31
3216,US-2024-150630,9/17/2024,9/21/2024,Standard Class,4,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,0.34
3217,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0,41.2237,0.47
3218,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,OFF-PA-10004071,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper,110.96,2,0,53.2608,0.48
3219,US-2024-133025,9/17/2024,9/19/2024,Second Class,2,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5,0,15.552,0.48
3220,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files By Perma,14.9,5,0,1.043,0.07
3221,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0,27.434,0.29
3222,US-2024-141145,9/17/2024,9/23/2024,Standard Class,6,DB-13405,Denny Blanton,Consumer,United States,Orlando,Florida,South,TEC-AC-10001465,Technology,Accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,87.168,3,0.2,10.896,0.12
3223,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,Plantronics Cs510 - Over-The-Head Monaural Wireless Headset System,659.9,2,0,217.767,0.33
3224,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,TEC-PH-10000169,Technology,Phones,Arkon Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0,1.356,0.02
3225,US-2024-126977,9/17/2024,9/23/2024,Standard Class,6,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,TEC-PH-10002170,Technology,Phones,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,209.97,3,0,58.7916,0.28
3226,US-2024-167745,9/18/2024,9/23/2024,Standard Class,5,GB-14530,George Bell,Corporate,United States,Los Angeles,California,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5X11,24.4,2,0,10.248,0.42
3227,US-2024-167745,9/18/2024,9/23/2024,Standard Class,5,GB-14530,George Bell,Corporate,United States,Los Angeles,California,West,OFF-AR-10003602,Office Supplies,Art,Quartet Omega Colored Chalk,11.68,2,0,5.4896,0.47
3228,US-2024-109575,9/18/2024,9/23/2024,Standard Class,5,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,East,OFF-BI-10000962,Office Supplies,Binders,Acco Flexible Accohide Square Ring Data Binder,65.08,4,0,31.8892,0.49
3229,US-2024-149713,9/18/2024,9/22/2024,Second Class,4,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0,9.7608,0.49
3230,US-2024-150511,9/18/2024,9/24/2024,Standard Class,6,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,West,OFF-PA-10001776,Office Supplies,Paper,Wirebound Message Books,18.54,2,0,8.7138,0.47
3231,US-2024-149713,9/18/2024,9/22/2024,Second Class,4,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,160.72,14,0,78.7528,0.49
3232,US-2024-109575,9/18/2024,9/23/2024,Standard Class,5,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,7,0,0,0
3233,US-2024-101154,9/18/2024,9/21/2024,First Class,3,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,West,OFF-ST-10004186,Office Supplies,Storage,Stur-D-Stor Shelving,443.92,4,0,8.8784,0.02
3234,US-2024-109575,9/18/2024,9/23/2024,Standard Class,5,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,East,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,41.96,2,0,7.9724,0.19
3235,US-2024-149713,9/18/2024,9/22/2024,Second Class,4,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0,2.19,0.3
3236,US-2024-167745,9/18/2024,9/23/2024,Standard Class,5,GB-14530,George Bell,Corporate,United States,Los Angeles,California,West,OFF-SU-10004782,Office Supplies,Supplies,Elite 5 Scissors,16.9,2,0,5.07,0.3
3237,US-2024-142202,9/18/2024,9/23/2024,Second Class,5,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.388,0.21
3238,US-2024-109575,9/18/2024,9/23/2024,Standard Class,5,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,East,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,1,0,129.9974,0.26
3239,US-2024-109575,9/18/2024,9/23/2024,Standard Class,5,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,East,TEC-PH-10000895,Technology,Phones,Polycom Vvx 310 Voip Phone,1259.93,7,0,327.5818,0.26
3240,US-2024-115847,9/19/2024,9/24/2024,Second Class,5,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.3372,0.07
3241,US-2024-149517,9/19/2024,9/23/2024,Standard Class,4,FC-14245,Frank Carlisle,Home Office,United States,Sacramento,California,West,FUR-FU-10003464,Furniture,Furnishings,Seth Thomas 8 1/2 Cubicle Clock,60.84,3,0,19.4688,0.32
3242,US-2024-137603,9/19/2024,9/24/2024,Standard Class,5,MH-17290,Marc Harrigan,Home Office,United States,Santa Fe,New Mexico,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,8.4,5,0,2.184,0.26
3243,US-2024-132815,9/19/2024,9/22/2024,Second Class,3,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,22.96,2,0,11.2504,0.49
3244,US-2024-147102,9/19/2024,9/26/2024,Standard Class,7,NH-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,South,TEC-AC-10000682,Technology,Accessories,Kensington K72356Us Mouse-In-A-Box Usb Desktop Mouse,66.36,4,0,23.226,0.35
3245,US-2024-135489,9/19/2024,9/22/2024,Second Class,3,GW-14605,Giulietta Weimer,Consumer,United States,New York City,New York,East,TEC-PH-10000011,Technology,Phones,Puregear Roll-On Screen Protector,279.86,14,0,134.3328,0.48
3246,US-2024-126970,9/20/2024,9/24/2024,Standard Class,4,TP-21130,Theone Pippenger,Consumer,United States,Naperville,Illinois,Central,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,2.808,3,0.8,-4.4928,-1.6
3247,US-2024-141565,9/20/2024,9/24/2024,Standard Class,4,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,South,OFF-BI-10000545,Office Supplies,Binders,Gbc Ibimaster 500 Manual Proclick Binding System,1369.764,6,0.7,-913.176,-0.67
3248,US-2024-153738,9/20/2024,9/22/2024,First Class,2,AG-10270,Alejandro Grove,Consumer,United States,Lawrence,Massachusetts,East,OFF-BI-10001308,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,37.68,6,0,16.956,0.45
3249,US-2024-156013,9/20/2024,9/26/2024,Standard Class,6,TC-20980,Tamara Chand,Corporate,United States,Long Beach,New York,East,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624,0.36
3250,US-2024-151470,9/20/2024,9/26/2024,Standard Class,6,AM-10705,Anne McFarland,Consumer,United States,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,45.584,11,0.2,16.5242,0.36
3251,US-2024-156013,9/20/2024,9/26/2024,Standard Class,6,TC-20980,Tamara Chand,Corporate,United States,Long Beach,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,61.4,5,0,28.858,0.47
3252,US-2024-141565,9/20/2024,9/24/2024,Standard Class,4,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,South,OFF-ST-10001522,Office Supplies,Storage,Gould Plastics 18-Pocket Panel Bin,294.368,4,0.2,-58.8736,-0.2
3253,CA-2024-153738,9/20/2024,9/22/2024,First Class,2,AG-10270,Alejandro Grove,Consumer,Canada,Toronto,Ontario,East,OFF-BI-10001308,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,24.448,2,0.2,8.8624,0.36
3254,US-2024-168480,9/21/2024,9/27/2024,Standard Class,6,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0,31.0912,0.16
3255,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1690.04,4,0,422.51,0.25
3256,US-2024-117800,9/21/2024,9/26/2024,Standard Class,5,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0,141.1644,0.26
3257,US-2024-149972,9/21/2024,9/23/2024,First Class,2,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0,0
3258,US-2024-126697,9/21/2024,9/24/2024,First Class,3,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,-0.3
3259,US-2024-127593,9/21/2024,9/21/2024,Same Day,0,DH-13675,Duane Huffman,Home Office,United States,Quincy,Massachusetts,East,FUR-FU-10004006,Furniture,Furnishings,Deflect-O Duramat Lighweight,85.3,2,0,14.501,0.17
3260,US-2024-168480,9/21/2024,9/27/2024,Standard Class,6,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,Central,OFF-AR-10001044,Office Supplies,Art,Boston Ranger,25.99,1,0,7.5371,0.29
3261,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10000050,Office Supplies,Binders,Angle-D Binders With Locking Rings,14.6,2,0,6.862,0.47
3262,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-EN-10001453,Office Supplies,Envelopes,Tyvek Interoffice Envelopes,121.96,2,0,57.3212,0.47
3263,US-2024-149972,9/21/2024,9/23/2024,First Class,2,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags And Round Head Tacks,7.9,2,0,2.528,0.32
3264,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,23.92,4,0,11.7208,0.49
3265,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2,0,6.396,0.1
3266,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0,24.0688,0.28
3267,US-2024-102036,9/21/2024,9/27/2024,Standard Class,6,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,199.74,6,0,47.9376,0.24
3268,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,OFF-ST-10004186,Office Supplies,Storage,Stur-D-Stor Shelving,887.84,8,0,17.7568,0.02
3269,US-2024-126697,9/21/2024,9/24/2024,First Class,3,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13,0.21
3270,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,TEC-PH-10000369,Technology,Phones,Htc One Mini,629.95,5,0,176.386,0.28
3271,US-2024-117800,9/21/2024,9/26/2024,Standard Class,5,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,East,TEC-PH-10002415,Technology,Phones,Polycom Voicestation 500 Conference Phone,589.9,2,0,147.475,0.25
3272,US-2024-158421,9/21/2024,9/26/2024,Standard Class,5,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,TEC-PH-10002538,Technology,Phones,Grandstream Gxp1160 Voip Phone,113.73,3,0,32.9817,0.29
3273,US-2024-126697,9/21/2024,9/24/2024,First Class,3,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,TEC-PH-10002922,Technology,Phones,Shoretel Shorephone Ip 230 Voip Phone,946.344,7,0.2,118.293,0.12
3274,US-2024-134992,9/22/2024,9/26/2024,Second Class,4,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,South,FUR-FU-10002554,Furniture,Furnishings,Westinghouse Floor Lamp With Metal Mesh Shade,47.98,2,0,11.0354,0.23
3275,US-2024-112571,9/22/2024,9/22/2024,Same Day,0,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,53.196,0.26
3276,US-2024-168760,9/22/2024,9/26/2024,Second Class,4,MM-18280,Muhammed MacIntyre,Corporate,United States,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,0.27
3277,US-2024-102260,9/22/2024,9/26/2024,Standard Class,4,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,2.816,2,0.2,0.3168,0.11
3278,US-2024-102260,9/22/2024,9/26/2024,Standard Class,4,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-BI-10000042,Office Supplies,Binders,Pressboard Data Binder,3.204,2,0.7,-2.5632,-0.8
3279,US-2024-102260,9/22/2024,9/26/2024,Standard Class,4,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-LA-10003714,Office Supplies,Labels,Avery 510,12,4,0.2,4.2,0.35
3280,US-2024-134992,9/22/2024,9/26/2024,Second Class,4,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4,5,0,15.552,0.48
3281,US-2024-102260,9/22/2024,9/26/2024,Standard Class,4,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-ST-10002289,Office Supplies,Storage,Safco Wire Cube Shelving System,25.424,1,0.2,-4.767,-0.19
3282,US-2024-102260,9/22/2024,9/26/2024,Standard Class,4,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056,-0.09
3283,US-2024-115343,9/22/2024,9/25/2024,First Class,3,FO-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10000898,Office Supplies,Supplies,Acme Hot Forged Carbon Steel Scissors With Nickel-Plated Handles,55.6,5,0.2,6.255,0.11
3284,US-2024-115343,9/22/2024,9/25/2024,First Class,3,FO-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003832,Technology,Accessories,Logitech P710E Mobile Speakerphone,617.976,3,0.2,-7.7247,-0.01
3285,US-2024-153381,9/24/2024,9/28/2024,Standard Class,4,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10,0,394.268,0.28
3286,US-2024-143119,9/24/2024,9/30/2024,Standard Class,6,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0,155.25,0.3
3287,US-2024-103835,9/24/2024,9/28/2024,Standard Class,4,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,Dax Value U-Channel Document Frames,14.91,3,0,4.6221,0.31
3288,US-2024-103835,9/24/2024,9/28/2024,Standard Class,4,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0,335.8548,0.29
3289,US-2024-161466,9/24/2024,9/27/2024,Second Class,3,ON-18715,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,0.09
3290,US-2024-106873,9/24/2024,9/29/2024,Second Class,5,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,16.464,7,0.2,1.8522,0.11
3291,US-2024-106873,9/24/2024,9/29/2024,Second Class,5,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2,0.2,2.3686,0.16
3292,US-2024-113131,9/24/2024,9/24/2024,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,17.12,5,0.2,1.926,0.11
3293,US-2024-161830,9/24/2024,9/26/2024,Second Class,2,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,OFF-AR-10004042,Office Supplies,Art,Boston Model 1800 Electric Pencil Sharpeners,35.96,2,0,10.4284,0.29
3294,US-2024-161830,9/24/2024,9/26/2024,Second Class,2,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3,0.2,5.4201,0.36
3295,US-2024-153381,9/24/2024,9/28/2024,Standard Class,4,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,Central,OFF-BI-10001525,Office Supplies,Binders,Acco Pressboard Covers With Storage Hooks,15.24,4,0,6.858,0.45
3296,US-2024-113131,9/24/2024,9/24/2024,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,6.732,6,0.7,-4.488,-0.67
3297,US-2024-105508,9/24/2024,9/29/2024,Standard Class,5,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-EN-10003055,Office Supplies,Envelopes,Blue String-Tie & Button Interoffice Envelopes,39.98,1,0,17.991,0.45
3298,US-2024-113131,9/24/2024,9/24/2024,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,East,OFF-EN-10003068,Office Supplies,Envelopes,Envelopes,15.84,2,0.2,5.544,0.35
3299,US-2024-113131,9/24/2024,9/24/2024,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,East,OFF-LA-10003510,Office Supplies,Labels,Avery 4027 File Folder Labels For Dot Matrix Printers,24.424,1,0.2,7.9378,0.33
3300,US-2024-113131,9/24/2024,9/24/2024,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,East,OFF-ST-10001172,Office Supplies,Storage,Tennsco Lockers,33.568,2,0.2,1.6784,0.05
3301,US-2024-106873,9/24/2024,9/29/2024,Second Class,5,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,West,TEC-AC-10002345,Technology,Accessories,Hp Standard 104 Key Ps/2 Keyboard,23.2,2,0.2,1.45,0.06
3302,US-2024-147816,9/24/2024,9/26/2024,Second Class,2,CM-11935,Carlos Meador,Consumer,United States,Tucson,Arizona,West,TEC-PH-10003095,Technology,Phones,Samsung Hm1900 Bluetooth Headset,35.12,2,0.2,13.17,0.38
3303,US-2024-164308,9/24/2024,9/27/2024,First Class,3,SC-20680,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,Central,TEC-PH-10004120,Technology,Phones,At&T 1080 Phone,821.94,6,0,213.7044,0.26
3304,US-2024-151869,9/25/2024,9/25/2024,Same Day,0,CS-11950,Carlos Soltero,Consumer,United States,Freeport,New York,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,102.582,1,0.1,6.8388,0.07
3305,US-2024-149083,9/25/2024,9/30/2024,Standard Class,5,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,307.136,4,0.2,-11.5176,-0.04
3306,US-2024-106320,9/25/2024,9/30/2024,Standard Class,5,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,West,FUR-TA-10000577,Furniture,Tables,Bretford Cr4500 Series Slim Rectangular Table,1044.63,3,0,240.2649,0.23
3307,US-2024-139738,9/25/2024,9/29/2024,Standard Class,4,DK-12895,Dana Kaydos,Consumer,United States,Rockford,Illinois,Central,OFF-AR-10004602,Office Supplies,Art,Boston Ks Multi-Size Manual Pencil Sharpener,128.744,7,0.2,12.8744,0.1
3308,US-2024-156510,9/25/2024,9/29/2024,Standard Class,4,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,6.7,1,0,2.211,0.33
3309,US-2024-156510,9/25/2024,9/29/2024,Standard Class,4,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,East,OFF-BI-10000822,Office Supplies,Binders,Acco Presstex Data Binder With Storage Hooks,10.76,2,0,5.1648,0.48
3310,US-2024-120845,9/25/2024,10/2/2024,Standard Class,7,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,South,OFF-BI-10001116,Office Supplies,Binders,Wilson Jones 1 Hanging Dubllock Ring Binders,6.336,4,0.7,-4.6464,-0.73
3311,US-2024-120845,9/25/2024,10/2/2024,Standard Class,7,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,South,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3.264,2,0.7,-2.2848,-0.7
3312,US-2024-159779,9/25/2024,9/29/2024,Standard Class,4,SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,East,OFF-BI-10002735,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,68.62,2,0,32.2514,0.47
3313,US-2024-156335,9/25/2024,9/28/2024,Second Class,3,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.0854,0.49
3314,US-2024-160787,9/25/2024,9/25/2024,Same Day,0,BM-11785,Bryan Mills,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003712,Office Supplies,Binders,Acco Pressboard Covers With Storage Hooks,2.946,2,0.7,-2.0622,-0.7
3315,US-2024-120845,9/25/2024,10/2/2024,Standard Class,7,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,South,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones Data.Warehouse D-Ring Binders With Dubllock,2.469,1,0.7,-1.8106,-0.73
3316,US-2024-100573,9/25/2024,10/1/2024,Standard Class,6,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,West,OFF-EN-10000461,Office Supplies,Envelopes,Envelopes,17.48,2,0,8.2156,0.47
